Donor_id,Amount,Project_id
UD42786,81.00,53711484222208049HD33218
UD42787,36.00,53452620116863296NS29182
UD42788,34.00,53129946028826920RB38081
UD42789,69.00,53737693204718919SW82787
UD42790,85.00,53823958341272086DI56253
UD42791,11.00,53214341970892437WN72813
UD42792,53.00,53734988592677937AV52871
UD42793,65.00,53394651939136940TW80505
UD42794,69.00,53307002222991496QF79084
UD42795,12.00,53374110761685887DQ43107
UD42796,65.00,53914596660133882DT21757
UD42797,92.00,53160912141558936XK74194
UD42798,18.00,53646497450040207RD60338
UD42799,62.00,53588330651998326XE38635
UD42800,14.00,53586848235015678LC10441
UD42801,21.00,53110225981949201GT83532
UD42802,36.00,53313245098172955HR95828
UD42803,37.00,53872342443403120LB76410
UD42804,94.00,53461816175036085WK86856
UD42805,60.00,53672507076130835QW84199
UD42806,32.00,53742412468422266YJ91963
UD42807,43.00,53222797831816838KW27946
UD42808,28.00,53269430502579799GB77068
UD42809,13.00,53117491040494662QU64021
UD42810,18.00,53445583525671656PW66240
UD42811,87.00,53762936298079793CO89264
UD42812,50.00,53916172427509627DN35417
UD42813,43.00,53508244443514255UQ34074
UD42814,98.00,53566046345617676XK79616
UD42815,85.00,53945176349068409SK58102
UD42816,62.00,53175698890207061UG46952
UD42817,56.00,53541419299031459VZ12410
UD42818,65.00,53121117298902847CE12277
UD42819,87.00,53558251638338285ZD65886
UD42820,14.00,53875620105705442HZ99334
UD42821,71.00,53560178266206373HC67725
UD42822,44.00,53224963914371424UU13377
UD42823,42.00,53663513782221313NK63490
UD42824,60.00,53996098550122002GE42459
UD42825,34.00,53359962471072102OG18463
UD42826,48.00,53800048254264423II60945
UD42827,71.00,53143410052217820BY94773
UD42828,46.00,53417505981658204QW18753
UD42829,57.00,53256419239487479ZI38345
UD42830,81.00,53117940765176686MT14125
UD42831,69.00,53465312277407532UL64334
UD42832,56.00,53947416117152451QN10533
UD42833,90.00,53646772423086696ZV59692
UD42834,29.00,53917785859738794SX46564
UD42835,59.00,53853745799258069TE29310
UD42836,35.00,53938596742393522CQ26628
UD42837,29.00,53706916092753410HV12089
UD42838,44.00,53201747092093430MY44348
UD42839,11.00,53714642244100426LQ63528
UD42840,65.00,53169299512506670IK99529
UD42841,61.00,53641273191169096OM81107
UD42842,15.00,53243939554646988KU19718
UD42843,80.00,53459579262480337NG89617
UD42844,30.00,53438595788164668VZ82245
UD42845,91.00,53216330491501457RU29660
UD42846,67.00,53755401958683348SC74806
UD42847,80.00,53928721577819221FK42413
UD42848,23.00,53822989234856120UH61519
UD42849,28.00,53323458133943425LI66990
UD42850,44.00,53956348279009407PX39669
UD42851,88.00,53946988820240498MX19619
UD42852,59.00,53423713001863722PC78836
UD42853,52.00,53378030768712443US45230
UD42854,74.00,53134838085132673IT99275
UD42855,17.00,53136275556953347BS67503
UD42856,65.00,53342759472956770TR88463
UD42857,97.00,53905485301033265UH61665
UD42858,78.00,53357709732789574HL59053
UD42859,41.00,53682374527121025IJ58736
UD42860,25.00,53330674843785338ET32169
UD42861,67.00,53999710989228694NJ75605
UD42862,73.00,53134511404273342KZ48253
UD42863,38.00,53164570298577481RY48127
UD42864,86.00,53926541776808570RV83617
UD42865,36.00,53517356518993341WB86589
UD42866,57.00,53870955955417999GG29191
UD42867,35.00,53337655848464781NR31602
UD42868,52.00,53811514428500276IY71592
UD42869,57.00,53728134211533455ZX31690
UD42870,20.00,53106728454549540FW50071
UD42871,86.00,53503475814015448QV76230
UD42872,31.00,53369144774195990DC96528
UD42873,70.00,53678042400837709RK27159
UD42874,34.00,53387585126140441DJ26161
UD42875,50.00,53659851665964736FA54604
UD42876,30.00,53797821351151438IG85505
UD42877,55.00,53545188092911183UB22826
UD42878,30.00,53657751452140584MN81131
UD42879,90.00,53478325801436139WE18522
UD42880,13.00,53961769405680343HN35900
UD42881,31.00,53940529641684188FF57536
UD42882,62.00,53213284277331914XZ83196
UD42883,44.00,53134041364805629KS24680
UD42884,69.00,53257592317556699VF15736
UD42885,79.00,53249183205141757YE53565
UD42886,74.00,53645139747678593IN29075
UD42887,42.00,53968332530548687LR43522
UD42888,83.00,53196544424064241RN73451
UD42889,20.00,53915944371081393HE24432
UD42890,96.00,53610598313197325YH59384
UD42891,38.00,53234056439825390BE12064
UD42892,14.00,53555491822799397OJ51492
UD42893,79.00,53563021300244066WL34124
UD42894,10.00,53670700666500207JP64079
UD42895,56.00,53832319805050306CE79358
UD42896,38.00,53330172298896231NL73956
UD42897,41.00,53895548633642911OU50990
UD42898,36.00,53739706238648580DO87741
UD42899,79.00,53340938430191174WP86243
UD42900,67.00,53697636494233057QU53184
UD42901,89.00,53826034756441948LV74907
UD42902,33.00,53227668045452457AR23822
UD42903,38.00,53129461311979648GW49702
UD42904,12.00,53340150901283930BC26763
UD42905,86.00,53678021313804067NY69787
UD42906,76.00,53534907417730585DG48297
UD42907,70.00,53874523662616330UB46893
UD42908,19.00,53291952491312735KB49362
UD42909,84.00,53543236611502170DZ10453
UD42910,34.00,53409126515891650ES10410
UD42911,22.00,53885282094132093BA37715
UD42912,92.00,53713268900185800FY73459
UD42913,45.00,53427743143234328CM23485
UD42914,80.00,53280394597501348VE99912
UD42915,26.00,53759457306220641AT73994
UD42916,42.00,53391487264550159SY68542
UD42917,67.00,53593208878217334YT23271
UD42918,41.00,53133057381111316JG11935
UD42919,16.00,53556242662768290EE20933
UD42920,25.00,53274465920638886SL86067
UD42921,16.00,53996126514459403KP18497
UD42922,64.00,53925324952698919BT73856
UD42923,91.00,53886010603785836DP77910
UD42924,64.00,53723932251872872SS89356
UD42925,91.00,53290687234588678SL35404
UD42926,99.00,53802040627034340MT77343
UD42927,49.00,53544078018943768KB53369
UD42928,16.00,53793001559878068TR61730
UD42929,99.00,53490229151447111PD88450
UD42930,44.00,53873591272286396DP80270
UD42931,11.00,53905049732365520LR72407
UD42932,18.00,53704076324324468SH50707
UD42933,45.00,53284316485813489OB42316
UD42934,84.00,53613116070705257WS67596
UD42935,61.00,53224728843030660FR46464
UD42936,95.00,53488158003420087OR39592
UD42937,80.00,53451860159323715TM33843
UD42938,23.00,53303020205572114QC97858
UD42939,99.00,53281934615938602EZ97000
UD42940,62.00,53199436169270646KX76899
UD42941,41.00,53467214991306039QW59866
UD42942,99.00,53717632568166992AF32226
UD42943,48.00,53752706581086874GS84318
UD42944,31.00,53126689741325358KE39924
UD42945,30.00,53119331900118709YX43554
UD42946,66.00,53779071119847912FR38256
UD42947,62.00,53511165791747870KN65427
UD42948,85.00,53375531620824945IX13717
UD42949,29.00,53108849614987267TL16579
UD42950,73.00,53904570748646281FU16288
UD42951,18.00,53776434932073454DU93049
UD42952,99.00,53534232343186402QO50825
UD42953,80.00,53874898889732101SE56354
UD42954,44.00,53335796102904435TK34082
UD42955,34.00,53625607950375323DH97290
UD42956,28.00,53315824274321851XQ17273
UD42957,58.00,53353838385305382FE80976
UD42958,58.00,53658684888089991WF43197
UD42959,97.00,53292041656753464SL64973
UD42960,48.00,53706052893985626RV81518
UD42961,95.00,53496227221618509GS60289
UD42962,56.00,53201356037793461KE30962
UD42963,40.00,53774002216865576FR36910
UD42964,30.00,53677751790240325EV31287
UD42965,66.00,53237704067475420YB38926
UD42966,45.00,53366442027741792PG37371
UD42967,40.00,53115698142002377NR49279
UD42968,59.00,53191260842514888ZX89752
UD42969,29.00,53496266894469880EV48749
UD42970,27.00,53131214512204106JL50093
UD42971,82.00,53977070508062702ES70194
UD42972,52.00,53674919557528234OR27289
UD42973,52.00,53360241365689532KI64469
UD42974,47.00,53907831531207661CH73554
UD42975,19.00,53406534716436868VG22123
UD42976,56.00,53514821277284010UY94961
UD42977,45.00,53391596468949692GW10977
UD42978,29.00,53333588699680753AW42843
UD42979,73.00,53323076753975505YK63189
UD42980,91.00,53469545374944267BZ90112
UD42981,34.00,53332453794451118MB93419
UD42982,75.00,53301328100693272IL14446
UD42983,79.00,53958911207380867LE93473
UD42984,79.00,53228231428950529IU12485
UD42985,34.00,53304850096927379AG10400
UD42986,48.00,53953906732120022GB74852
UD42987,39.00,53263178682024961WC66973
UD42988,54.00,53589930070017047CU61125
UD42989,51.00,53859497330558757KL20696
UD42990,39.00,53865680753346898FN74401
UD42991,22.00,53962431473647211HA35236
UD42992,85.00,53531536563065856NT86540
UD42993,44.00,53458887151140513YK67952
UD42994,48.00,53454290385480379QQ84174
UD42995,44.00,53315823385827661HD75240
UD42996,39.00,53785438299819977VW55096
UD42997,78.00,53205334720132061QT98716
UD42998,21.00,53230193052444940WC91644
UD42999,37.00,53691247582440746SZ13613
UD43000,83.00,53247452618405732BL31494
UD43001,19.00,53469802976756482HP29000
UD43002,51.00,53874474253083978CS25087
UD43003,84.00,53219420707634407RX44337
UD43004,33.00,53507358249644797YN11571
UD43005,95.00,53541122496910607PU40383
UD43006,82.00,53908863181486526YL65254
UD43007,89.00,53734941473582745FQ68700
UD43008,52.00,53885490731917698CH28106
UD43009,18.00,53544267188232612HW12282
UD43010,78.00,53673652492185486KW29836
UD43011,14.00,53271164017729141MC14652
UD43012,76.00,53669313048359459YR19582
UD43013,26.00,53803607663522837KG99810
UD43014,29.00,53759166459239323FY34013
UD43015,69.00,53109999958257166JD26893
UD43016,48.00,53642604881799314RX85006
UD43017,99.00,53145832071327529VB62832
UD43018,25.00,53630818396730868UR40585
UD43019,18.00,53757850508493891CY56089
UD43020,52.00,53486435110899772JL42509
UD43021,39.00,53817409433362862RV99498
UD43022,91.00,53448723527880160BY15132
UD43023,76.00,53381411525678174AJ50510
UD43024,30.00,53628090677906144WO66811
UD43025,83.00,53939045477369679SH13770
UD43026,21.00,53692540735206596LT16610
UD43027,41.00,53641486939505149HH85585
UD43028,90.00,53271257738461953XV72715
UD43029,96.00,53854100715204629MP91492
UD43030,80.00,53989473071643810KP20795
UD43031,75.00,53530089554303823OI45906
UD43032,98.00,53366692214561315OU73338
UD43033,34.00,53890866513708953HB79089
UD43034,91.00,53587836755146937RN31965
UD43035,19.00,53441176441261796UA52547
UD43036,46.00,53947253821370241QZ53778
UD43037,33.00,53905843658195054OZ53969
UD43038,82.00,53290022350948311LU17132
UD43039,92.00,53815019203918329OA97478
UD43040,15.00,53641937107818152TA48247
UD43041,99.00,53601551312082954VG90990
UD43042,17.00,53456885023960579UR91101
UD43043,68.00,53556858964142710PH60011
UD43044,91.00,53420384499848916KY11072
UD43045,46.00,53839857451759488LD75860
UD43046,16.00,53905878090572085SF41927
UD43047,15.00,53341026474890662UB37610
UD43048,40.00,53664048529082165XL33090
UD43049,52.00,53199309482661799NK82419
UD43050,87.00,53739483534766224XK43435
UD43051,56.00,53816268263444592OO91391
UD43052,46.00,53402577363024323GN48451
UD43053,98.00,53972980077289241TX87296
UD43054,23.00,53326680592188123CI33610
UD43055,53.00,53395284860145132UH78621
UD43056,86.00,53601367302239063GV14772
UD43057,58.00,53107587538098086HD80509
UD43058,38.00,53583945285026046KO12795
UD43059,12.00,5390821445937041YV69150
UD43060,87.00,53493024870575250OG42045
UD43061,48.00,53153087448409595OK46082
UD43062,69.00,53402958592092104BG47468
UD43063,65.00,53182940578779669HB58321
UD43064,81.00,53767974997312822BX91518
UD43065,98.00,53892465890097787FT89503
UD43066,40.00,53181053598640487MJ96935
UD43067,55.00,53795893441704036OV83515
UD43068,27.00,53819675559554354HX43459
UD43069,46.00,53929404609512988SO19180
UD43070,97.00,53967386910453638SR69810
UD43071,68.00,53458242821711195HI18839
UD43072,33.00,53760834481001172BK40096
UD43073,64.00,53908557416244268QN88754
UD43074,27.00,53139938239802696ZD16143
UD43075,91.00,53352393779392379CZ80460
UD43076,38.00,53855533225532222OW30132
UD43077,35.00,53464020830412484BK79154
UD43078,91.00,53485683853235381QS83157
UD43079,68.00,53287770152959154SZ96975
UD43080,41.00,53121078438941949YB55579
UD43081,63.00,53337006433139819NC30880
UD43082,35.00,53540142101626473RH17719
UD43083,12.00,53252387874889304ZB60791
UD43084,17.00,53931439166391505AG42200
UD43085,14.00,53416129739221757HY24733
UD43086,95.00,53952993754085988QZ75800
UD43087,86.00,53865076731435075MO70595
UD43088,84.00,53114614266371920BH86323
UD43089,87.00,53194259355228584BZ59754
UD43090,90.00,53604525367013219RM47253
UD43091,79.00,53933656082008749RP78721
UD43092,44.00,53941509446443311TV93567
UD43093,80.00,53479439193565578GK14760
UD43094,28.00,53566830040461219VG46714
UD43095,97.00,53806339218981733LM14490
UD43096,11.00,53831601967517426EY40741
UD43097,92.00,53361465967811887DD49866
UD43098,90.00,53680897156547338FR59053
UD43099,12.00,53376542078123816VK11153
UD43100,83.00,53570956530106712OA71919
UD43101,46.00,53583371860539532QP49640
UD43102,31.00,53294556473580925WN18432
UD43103,42.00,53782322477958808VX26840
UD43104,51.00,53111228674715572FL46021
UD43105,48.00,53252241023385409CK78809
UD43106,87.00,53576202110486216PV70603
UD43107,88.00,53365639585669743FP16988
UD43108,83.00,53262908269836159HZ30748
UD43109,53.00,53828414829021726KE90799
UD43110,55.00,53980609150792662YA69292
UD43111,90.00,53477802865312262DB55532
UD43112,42.00,53480272463473871EL20470
UD43113,29.00,53557954882847868NT60915
UD43114,30.00,53825148236931849PL60899
UD43115,27.00,53430005741518905YF28152
UD43116,38.00,53102017862653196XE23315
UD43117,74.00,53637198222489307ZP45477
UD43118,43.00,53243355737352601XF42607
UD43119,19.00,53845301180640989FQ81762
UD43120,31.00,53539152729395463BH26233
UD43121,96.00,53733190932468897EE54116
UD43122,24.00,53385383070259771QL50622
UD43123,89.00,53886547951141372MN67218
UD43124,70.00,53337828417437798OR26077
UD43125,26.00,53509661157912562RK56218
UD43126,57.00,53486130325242152QN73179
UD43127,47.00,53919008823577309DQ88980
UD43128,75.00,53774602466237652IC70780
UD43129,16.00,53224473165791098JM76431
UD43130,71.00,53587054632417728RQ37706
UD43131,69.00,53933497351166490OU48950
UD43132,63.00,53133558179737365TD84624
UD43133,49.00,53406307189594181TR88321
UD43134,50.00,53560275837873314FA74556
UD43135,45.00,53649069695219546GV27843
UD43136,46.00,53343158998013433AT87394
UD43137,95.00,53384812850502609MF68103
UD43138,43.00,53593756043304214LM92264
UD43139,14.00,53287893213159248WV30110
UD43140,33.00,53182487492272692GF21609
UD43141,50.00,53383406670949048CG78988
UD43142,67.00,53475751404832577ME99421
UD43143,58.00,53932759146679362HE81422
UD43144,56.00,53544427715180534KK16752
UD43145,55.00,53863118950015063DE54380
UD43146,90.00,53138909536014118WJ31710
UD43147,72.00,53522662272702764RN13327
UD43148,89.00,53536724705339747BK98178
UD43149,98.00,53963619737068847TS90546
UD43150,57.00,53240615638633095JC38132
UD43151,85.00,53378984234138709TY51582
UD43152,87.00,53239165030985151FQ44827
UD43153,42.00,53963533711163100NU92894
UD43154,99.00,53657435519982525VO76054
UD43155,45.00,53284602998739218RS44127
UD43156,24.00,53788957547696001GQ58256
UD43157,10.00,53834096523727192NY62760
UD43158,52.00,53539053811758331LP48580
UD43159,19.00,53313563372848422HA11804
UD43160,35.00,53592911544604293KM85375
UD43161,71.00,53304023778153506ML76344
UD43162,10.00,53198567458564962VE73237
UD43163,32.00,53517504544932901MQ31991
UD43164,47.00,53369387259276671EA59136
UD43165,32.00,53676996412161247RE69399
UD43166,27.00,53293657044407199RF42880
UD43167,22.00,53882630863197758DB12944
UD43168,72.00,53396081592564390AI37288
UD43169,22.00,53972850643060988MD43282
UD43170,14.00,53264282550560064IL57788
UD43171,42.00,53687187610493098SI72736
UD43172,14.00,53732751100891416NE54627
UD43173,83.00,53579452014049380KA94304
UD43174,56.00,53973657333972400QT64853
UD43175,19.00,53301500350124843AX41244
UD43176,77.00,53829827555163013FO11257
UD43177,64.00,53701213288434917LH11979
UD43178,86.00,53607331061212284JJ77497
UD43179,48.00,53658927758602649DV26285
UD43180,94.00,53327921069431283JH10223
UD43181,48.00,53158956642647352LY83936
UD43182,71.00,53840595237590104WN28539
UD43183,71.00,53194497539033712TJ33870
UD43184,25.00,53711260670035450HX28434
UD43185,39.00,53339559308728299KO19697
UD43186,97.00,53777564310297597IG78487
UD43187,58.00,53612094703937539DD98985
UD43188,14.00,53615457939332541CB78472
UD43189,42.00,53110868472033516TI28616
UD43190,46.00,53140721632845636OG48269
UD43191,22.00,53102603973133002YF20619
UD43192,91.00,53496335925173444DI21827
UD43193,91.00,53578936012768528ML82818
UD43194,79.00,53840338941109310UN70025
UD43195,35.00,53913289162858843EO87446
UD43196,42.00,53695399070660032DN77275
UD43197,52.00,53414428177124640AT21666
UD43198,62.00,53149864865501403VS95968
UD43199,67.00,53473135531588177QQ90428
UD43200,60.00,53691117727391974VX12381
UD43201,54.00,53674385121262480TM75628
UD43202,96.00,53742019682182622OY16935
UD43203,63.00,53430246530150601TL68489
UD43204,90.00,53632271794680702EZ94331
UD43205,91.00,53986605393459106BC93835
UD43206,50.00,53126440634549666PV21759
UD43207,31.00,53812689700543886WN52833
UD43208,97.00,53436560903136835JD50412
UD43209,81.00,53956168248066378IZ15478
UD43210,96.00,53501732459974571MY95103
UD43211,16.00,53288085428441021FZ75551
UD43212,33.00,53151260525872894MK97850
UD43213,87.00,53459591809594154AT17193
UD43214,23.00,53685949204949570WT46883
UD43215,39.00,53268934629965537CW38009
UD43216,34.00,53750329480726681TK38024
UD43217,90.00,53443370842360133IK20597
UD43218,67.00,53262886610063340PR46287
UD43219,17.00,53109057396988663JL78288
UD43220,76.00,53986895865117313DR45619
UD43221,59.00,53126441124237367QT37021
UD43222,40.00,53152648158279106VP41916
UD43223,87.00,53521738983167132UD44869
UD43224,52.00,53262943211088544RJ58654
UD43225,69.00,53239779740786356ON76625
UD43226,81.00,53710581694217228IJ42597
UD43227,78.00,53563256557595818VG72293
UD43228,12.00,53444525949830294JF63739
UD43229,78.00,53407783466151135MI84310
UD43230,18.00,53206668440682476XA93736
UD43231,90.00,53461150536597559PO55457
UD43232,77.00,53580268014693267GP35860
UD43233,44.00,53219540585009588OL33513
UD43234,30.00,53801860304848475ZU61987
UD43235,38.00,53593768167888766JC94109
UD43236,15.00,53176701159164704KK65727
UD43237,42.00,53348760690481833OZ58912
UD43238,29.00,53697243913840406QJ57630
UD43239,27.00,53363772245314241CX76167
UD43240,51.00,53199151658821406AU67939
UD43241,79.00,53336526647309281DA89266
UD43242,77.00,53539981906869538XL12477
UD43243,87.00,53821475698852616CG29916
UD43244,81.00,53320774681001242LO38063
UD43245,86.00,53514652114667997OE50006
UD43246,10.00,53590038675228094XV26955
UD43247,32.00,53717488814178998MN28924
UD43248,53.00,53274590319634266KV66276
UD43249,21.00,53620038041473933FS28974
UD43250,82.00,53564615052605821IE62066
UD43251,14.00,53166057736996392KK64017
UD43252,30.00,53627573285472529LN38264
UD43253,65.00,53214543635525028RI80498
UD43254,17.00,53439821319736084SJ46927
UD43255,76.00,53757219230773152EX44966
UD43256,74.00,53831549214570307BD70199
UD43257,36.00,53576785371974365RY74397
UD43258,19.00,53337069657782443SS30402
UD43259,69.00,53817263446507736QA84031
UD43260,46.00,53246144012941792JT11646
UD43261,43.00,53807696275386233BE44356
UD43262,14.00,53419322043256076WR99241
UD43263,66.00,53977742971011856UT43717
UD43264,65.00,53828267927169410XQ18163
UD43265,94.00,53165965206971996NN81606
UD43266,32.00,53604322303370274JL71633
UD43267,48.00,53621819048985674YK17660
UD43268,85.00,53640287000908666ZC73587
UD43269,93.00,53666372189371691PU96239
UD43270,79.00,53374461231511025NX13455
UD43271,58.00,53821641014878358ZQ76415
UD43272,14.00,53539910739615308PV92080
UD43273,79.00,53645543253776889WA29882
UD43274,70.00,53219603908473163MR15144
UD43275,99.00,53670091191532813OE81951
UD43276,13.00,53585271176098620BA46160
UD43277,80.00,53411862504765478DR45119
UD43278,28.00,53425110907992362YS33526
UD43279,19.00,53500598426702693RB36679
UD43280,70.00,53249093601689865SF23978
UD43281,41.00,53267879896877146XJ66818
UD43282,21.00,53404133951760169TA32009
UD43283,44.00,53887773990592308FX92295
UD43284,12.00,53127389307871912VT35774
UD43285,71.00,53633890800168652NH40356
UD43286,34.00,53639335671729542TW42549
UD43287,52.00,53108549545052144KY93343
UD43288,50.00,53541184805710362ZR63494
UD43289,70.00,53446290719938467SN83012
UD43290,11.00,53749258567405367QT41280
UD43291,53.00,53444240748384266VQ15875
UD43292,94.00,53215939347882529BI15135
UD43293,44.00,53496826519741204AM43912
UD43294,66.00,53552988691045029QC96961
UD43295,45.00,53732869827532956BB11763
UD43296,14.00,53333792475884930GW31857
UD43297,22.00,53359629417141223SG98300
UD43298,16.00,53191513473711423XM81230
UD43299,28.00,53141996490568126SH94813
UD43300,81.00,53944753498422663SZ55802
UD43301,75.00,53177511741113428GO97591
UD43302,26.00,53720195147489918WJ76331
UD43303,30.00,53406939890210188PN62682
UD43304,80.00,53512145539548878JG31971
UD43305,25.00,53581261783147835OL64230
UD43306,58.00,53766464824194168ZI97173
UD43307,53.00,53630429499088661WM53555
UD43308,40.00,53110462318985975FT90335
UD43309,31.00,53104857302436212KR37942
UD43310,36.00,53881696575817242AF63010
UD43311,28.00,53825425548448163PN62174
UD43312,76.00,53197549719984049EQ42611
UD43313,85.00,53976190102782589XM77776
UD43314,22.00,53983943388191967NS52626
UD43315,14.00,53851657053582650IE24276
UD43316,49.00,53115125624062176KA34999
UD43317,88.00,53293525695560923IB27408
UD43318,47.00,53509826170384678TL77855
UD43319,12.00,53996564256514578WB77908
UD43320,27.00,53778508388758696KM26664
UD43321,82.00,53819235686014739OT62986
UD43322,30.00,53594174571099053IX77538
UD43323,13.00,53332670216067886VW91002
UD43324,28.00,53275988169316597SL10894
UD43325,42.00,53514485633811690RT75245
UD43326,56.00,53859206530445502JB97030
UD43327,46.00,53694989501221185JW74775
UD43328,85.00,53786618522715088TQ79156
UD43329,37.00,53185951779568143NB87007
UD43330,73.00,53208076270527808OV60528
UD43331,77.00,53194032845215176DC73384
UD43332,83.00,53581323757801269QZ42813
UD43333,29.00,53610800433025946SL93204
UD43334,54.00,53980621478339043RB85166
UD43335,18.00,53743772754475764JK31989
UD43336,80.00,53739313936740264NJ57257
UD43337,86.00,53659927661853279OH91681
UD43338,68.00,53246426152612015WT56769
UD43339,32.00,53699655503981978IT97764
UD43340,53.00,53177084756242185EQ57397
UD43341,31.00,53943773162724884UE60351
UD43342,43.00,53471396536436699PV78802
UD43343,77.00,53787087454759757YD50263
UD43344,88.00,53546634287399442FZ14169
UD43345,38.00,53906731625155482YY32550
UD43346,96.00,53662542337303556IL39707
UD43347,78.00,53267503227705208CO87443
UD43348,73.00,53409505807244396ZC78842
UD43349,22.00,53780476094140018LS69410
UD43350,37.00,53588291143395186XU10038
UD43351,35.00,53285147679161254GU32602
UD43352,87.00,53909014617995713ZI14634
UD43353,91.00,53598113707917499LF45925
UD43354,35.00,53905218608379888WS77592
UD43355,30.00,53293178088030357LF21679
UD43356,55.00,53769509938207953EX47607
UD43357,36.00,53626199401831082WW52070
UD43358,21.00,53330006163500161CD32791
UD43359,51.00,53599187899582473MY79567
UD43360,91.00,53533754805076523XZ52268
UD43361,49.00,53597864269356141QF28158
UD43362,34.00,53454649476343574ZZ13698
UD43363,70.00,53472325675493257VA91252
UD43364,18.00,53897619496161904IT13328
UD43365,81.00,53323361703844737OC87372
UD43366,40.00,53846138285652427YP32597
UD43367,49.00,53340324960224125IJ78671
UD43368,51.00,53847660586033552ET33589
UD43369,18.00,53261039661620809YZ89264
UD43370,82.00,53202252097141128JM15457
UD43371,64.00,53966927321316215CA39685
UD43372,89.00,53142280223217061MF74949
UD43373,87.00,53240528386292874RC91719
UD43374,18.00,53694102923515094OD47491
UD43375,79.00,53479112495391432QZ99920
UD43376,62.00,53447440878723419MJ19070
UD43377,49.00,53958373807706198VQ19921
UD43378,40.00,53189624352316764RY15966
UD43379,16.00,53155055121864631FC14754
UD43380,18.00,53634651762822127RK33008
UD43381,11.00,53848245754699378MN51588
UD43382,81.00,53602836902887994ZM87182
UD43383,71.00,53204935619696520DA58660
UD43384,88.00,53437517966263455WG61407
UD43385,88.00,53813619821479576AQ83167
UD43386,94.00,53531856181726494ZE10031
UD43387,45.00,53613040424993511RE71786
UD43388,58.00,53377647068129311SK12935
UD43389,60.00,53839265489591939SZ53364
UD43390,40.00,53852703936113429RQ24981
UD43391,62.00,53823569052467246DK50089
UD43392,83.00,53846351958929420BD31976
UD43393,33.00,53117332416214105SC98731
UD43394,90.00,53227719328223239GA22752
UD43395,19.00,53944151539059856ZP73490
UD43396,61.00,53303835186769231EN88713
UD43397,65.00,53198630942429815SU80281
UD43398,85.00,53372471501797740ZA12544
UD43399,95.00,53413384824201133DH89430
UD43400,39.00,53684948745298932UD21159
UD43401,54.00,53483879843998532CW96802
UD43402,91.00,53112455825404858NF47454
UD43403,64.00,53354462562217548BS62687
UD43404,23.00,53790465591550462HP36043
UD43405,93.00,53207364695292685PK13556
UD43406,27.00,53312003769363861PH72740
UD43407,57.00,53913291140648490PS36737
UD43408,81.00,53825546886700219YO96522
UD43409,39.00,53725043325830276SY46113
UD43410,87.00,53134943698013949PV43034
UD43411,44.00,53793903203120427VB88305
UD43412,37.00,53490827615424188CM30539
UD43413,80.00,53553533354150850XX92940
UD43414,55.00,53771992146241134AL24747
UD43415,72.00,53482377884899895MY87862
UD43416,25.00,53351673992337745ZA90806
UD43417,93.00,53955098966475833KI23539
UD43418,81.00,53174513305840314JW55151
UD43419,15.00,53859879294350297NG29173
UD43420,36.00,53852951772711600DI33816
UD43421,97.00,53466360349128956MZ57785
UD43422,93.00,53250174927544878TN13934
UD43423,23.00,53691608708116597ON19605
UD43424,36.00,53246532235802892UL66310
UD43425,74.00,53254558398957978CQ60308
UD43426,62.00,53980413950918255XL20275
UD43427,61.00,53416661613063987AP81410
UD43428,18.00,53933951966402835RA13066
UD43429,74.00,53241110332622071DJ47323
UD43430,11.00,53372932931380274SR76191
UD43431,64.00,53875728967701509FQ41476
UD43432,27.00,53265575931462447BO29880
UD43433,57.00,53146600676194142OI81343
UD43434,58.00,53874025958821516UZ47808
UD43435,83.00,53206075890414269RL84926
UD43436,87.00,53717989299034685EZ93635
UD43437,42.00,53323913169619332VR84731
UD43438,67.00,53278219285571317CP96592
UD43439,31.00,53634351425064562NF46743
UD43440,70.00,53714321791500437SA52307
UD43441,88.00,53476217939288341VO88774
UD43442,61.00,53978701993613858UM50149
UD43443,65.00,53133744057206046TP48089
UD43444,46.00,53687510980410355AZ25056
UD43445,19.00,53267575893203466EX13270
UD43446,16.00,53703404473465373FC76410
UD43447,18.00,53394788803958825PU71172
UD43448,88.00,53545699301375621VR88239
UD43449,29.00,53660244024329503GO42475
UD43450,44.00,53922918851799677CO24937
UD43451,28.00,53366861782224928NU49589
UD43452,99.00,53577019542413143QY33111
UD43453,68.00,53319766985791429FV78643
UD43454,17.00,53615088125691016UE36810
UD43455,16.00,53706095643214554YO64865
UD43456,62.00,53606657476201849HV67808
UD43457,41.00,53162966743748142CV30452
UD43458,74.00,53985106183511604MW11448
UD43459,67.00,53648139523176538BF46609
UD43460,61.00,53430464132062322CH38623
UD43461,26.00,53375150916719454UB53803
UD43462,39.00,53265335324397306WE31573
UD43463,16.00,53542511664128330YQ69341
UD43464,87.00,53391039859461329AO59636
UD43465,61.00,53363046174253079BA62018
UD43466,59.00,53525622207739691WY30613
UD43467,50.00,53458020229184772AJ65869
UD43468,80.00,53812094471231132LH71943
UD43469,87.00,53312704582355308WV46016
UD43470,40.00,53368891496569504YJ81999
UD43471,85.00,53980616179987870TR54589
UD43472,38.00,53711679886872900ZA90890
UD43473,35.00,53740462908484391PS29252
UD43474,32.00,53470723873623675LG90747
UD43475,79.00,53839119435805491PV37839
UD43476,58.00,53528429910425068UR16611
UD43477,83.00,53267637518023033PE38957
UD43478,50.00,53268732941086644IO63167
UD43479,45.00,53206098724941414VY85813
