Project_Name,Project_id,Start_date,End_date,Introduction,Project_province,Category,Status
农村母亲捐肾救子,53490115124165105YA90511,2017/6/16,2017/12/11,陈阳健患上肾功能不全，与母亲配型成功，需要肾移植费用。,四川省,疾病救助,3
黄彬小学想要新课桌,53609385441485118QK84945,2017/12/4,2017/12/10,帮河南濮阳县城关镇黄彬小学更换课桌椅，让孩子安心读书。,河南省,教育助学,3
伸出爱手染一片蓝天,53335535573108554FW56212,2017/12/6,2017/12/10,争分夺秒的去救援每一条生命-都江堰蓝天救援队,四川省,扶贫救灾,3
爱助孤老过暖冬,53912652928082303CO19642,2017/12/7,2017/12/9,冬季严寒，我们为孤寡老人送一份[暖冬包]。,江苏省,扶贫救灾,3
小奶豆我们不会放弃,53507143265762565IM23924,2017/11/27,2017/12/8,被遗弃的奶豆病情危急，急需大家帮助,河南省,疾病救助,3
急筹进仓费的小天使,53831334629236605YZ34813,2017/5/5,2017/12/8,敬傲患急性非淋巴白血病伴发髓系肉瘤，急需后续治疗费用。,北京市,疾病救助,3
肺癌妈妈买毒药自杀,53446575497572269UQ51434,2017/8/14,2017/12/7,妈妈以后长期服用靶向药，化疗来维持不能断药。,广东省,疾病救助,3
因爱唤起希望,53274089012628424XS66883,2017/10/10,2017/12/7,年仅七岁女孩因患[重型地中海贫血]需骨髓移植。,广东省,疾病救助,3
助复发少年再战血癌,53146815151497146EE66694,2017/9/22,2017/12/6,瞿奔驰白血病复发需化疗后移植，经济原因无法继续化疗。,广东省,疾病救助,3
为白血病男孩献爱心,53598152458707922XH50291,2017/8/28,2017/12/6,6岁男孩崔进宇患急性隨系白血病M2型，治疗费用高昂,河南省,疾病救助,3
助美少女战士抗病魔,53869586514566654XV17233,2017/8/29,2017/12/6,徐沅铭患再生障碍性贫血，家庭困难，急需救助。,广西壮族自治区,疾病救助,3
AMP24小时为爱奔跑,53575889121328292KU15032,2017/8/26,2017/12/6,激发内在动力，点燃心中希望，放飞青春梦想。,全国范围,教育助学,3
用爱铸就科研之梦,53148272707838874FS71521,2017/9/12,2017/12/5,母尿毒症，父胆囊癌侵犯肝多处扩散无力担负高额化疗费。,北京市,疾病救助,3
守护小小“童心”,53787972692241189KM39603,2017/8/16,2017/12/5,改善困境儿童生活，陪伴、沟通、规范其行为习惯！,广西壮族自治区,扶贫救灾,3
点滴爱 让她站起来,53159101712733789IL71252,2017/11/28,2017/12/5,18岁大学生，意外车祸，双腿严重受伤,江苏省,其他,3
5岁烧伤女孩急救助,53192834910012015PB41279,2017/12/1,2017/12/4,5岁小女孩严重烧伤,新疆维吾尔自治区,疾病救助,3
2017冬至饺饺震,53227793794574662YO70190,2017/11/3,2017/12/4,在冬至时，为社区中的困难长者包饺子送温暖。,广东省,扶贫救灾,3
拯救15岁骨癌少年,53371063899326491AC41815,2017/9/11,2017/12/4,帮助15岁花季少年战胜骨癌，重新站起来。,天津市,疾病救助,3
筹先心病术后康复费,53878112230677634IX95049,2017/10/23,2017/12/4,吴伟通先心病已手术，现筹集6万元术后康复治疗费,广东省,疾病救助,3
“左膀右臂”的寻找,53619222405854608CS53176,2017/11/9,2017/12/4,为帮助此次参加寒假支教的老师获得属于他们自己的教案本。,天津市,教育助学,3
拄拐少女的求生梦,53958846554555347PC13260,2017/5/8,2017/12/3,王雅芝患有多种疾病，生活不能自理，因家庭困难急需救助！,湖南省,扶贫救灾,3
车祸爸爸救血癌宝贝,53211152004064940JA12153,2017/7/7,2017/11/30,7岁洋洋确诊急淋白血病高危，急需后期治疗费用。,北京市,疾病救助,3
男童血癌复发盼曙光,53367367139505686TI44162,2017/7/5,2017/11/30,七岁男童刘昕禹血癌复发，急需后需治疗费用。,北京市,疾病救助,3
我很乖让我活下去,53428871754386353JR65813,2017/6/28,2017/11/30,福州儿童医院早产宝宝，家庭贫困无钱医治，向机构求助。,福建省,疾病救助,3
“美食美刻”共成长,53558994208556374YY50476,2017/8/16,2017/11/30,让流动家庭在亲子美食制作中学习沟通技巧、感受爱的陪伴！,广东省,其他,3
益童成长筑梦未来,53203581997627947VS64634,2017/8/15,2017/11/30,实现家长与儿童互联互动，建立双组互联互动增能平台。,吉林省,教育助学,3
关爱牙齿更关爱你,53630741655101792QU54697,2017/8/2,2017/11/30,为甘肃贫困山区6所学校的大约800名小学生进行口腔健康普检,甘肃省,教育助学,3
让志愿者流汗不流泪,53307608156715103SW94329,2017/7/31,2017/11/30,提供志愿服务保障，提高志愿组织能力建设，开发公益项目。,上海市,其他,3
站不起来的小天使,53453288344036949OY31931,2017/7/25,2017/11/30,帮助脆骨病儿童重新上学，为贫困八口之家减轻负担,宁夏回族自治区,疾病救助,3
让残障孩子轻松康复,53995119767098389MU78844,2017/7/28,2017/11/30,让残障孩子轻松康复添置多媒体学习系统一体机及感统器材。,江西省,教育助学,3
帮卿完成最后四个疗,53345867069382644DZ83679,2017/7/21,2017/11/30,孙卿患急髓白血病，急募后期化疗费用。,北京市,疾病救助,3
勇战肿瘤童年追梦,53564638989550864NK56866,2017/7/25,2017/11/30,4岁宝儿患肾上腺母细胞瘤，期盼一个完整童年。,北京市,疾病救助,3
嘎子与禽流感生死战,53684751999288491ED20947,2017/7/19,2017/11/30,刘全嘎罹患H7N9禽流感重症肺炎，九死一生，急筹治疗费用。,北京市,疾病救助,3
我也想有家,53916236278754341QL72295,2017/7/29,2017/11/30,为流浪动物们建一个天堂——家,辽宁省,自然保护,3
救救土家族小宝贝,53255101395213599YU11232,2017/8/11,2017/11/29,城市高楼大厦建设者农民工[候鸟家庭]三岁宝宝突遇大病,广东省,疾病救助,3
共建南京彩虹之家,53129697769369387GN75857,2017/4/18,2017/11/29,邀你一同为南京彩虹中心筹集新址装修改造费用。,江苏省,其他,3
伴基诺族宝贝抗肿瘤,53272004922521080VV47037,2017/9/30,2017/11/28,基诺族2岁宝贝患神母细胞瘤，急筹后续治疗费用。,北京市,疾病救助,3
帮助孩子们重绽笑颜,53756945450013198LT69808,2017/11/15,2017/11/28,帮助贫困家庭唇腭裂儿童完成医疗救助,北京市,疾病救助,3
凭感觉勇敢地活下去,53755849362539579FJ36249,2017/10/26,2017/11/28,一位残疾的盲人老者，在艰难的环境下，凭着感觉勇敢活着。,河北省,扶贫救灾,3
让儿童远离性侵害,53418813073207834ZX31526,2017/7/21,2017/11/27,开展防性侵教育课堂让儿童远离性侵害，为孩子们成长护航！,重庆市,教育助学,3
孤寡老人的无助生活,53213733032583100KG31221,2017/9/29,2017/11/26,88岁老人不敢去医院检查，也没钱买药治病。,河北省,扶贫救灾,3
无法过冬的寒冷房屋,53653962536195212MZ18304,2017/10/18,2017/11/24,一位丧失劳动能力的老者，在凄凉之中艰难的生存着。,河北省,扶贫救灾,3
救救我病重的小花朵,53671157507542214IQ85964,2017/11/17,2017/11/24,9岁容容患高危急性白血病，渴盼爱心汇聚延续生命。,四川省,疾病救助,3
呵护军嫂健康行动,53847227872879963FD28162,2017/8/24,2017/11/24,关注军嫂身心健康，解决军人的后顾之忧,四川省,其他,3
感恩节为爱行动,53300841311297824VN52507,2017/11/21,2017/11/23,在感恩节，为农村贫困老父母送去一份温暖祝福。,江苏省,扶贫救灾,3
联劝—爱康生命之舟,53958069824888814VC74665,2017/8/23,2017/11/23,寻找癌症患者药物以外的康复支持,上海市,其他,3
快乐足球乡村校园行,53944539355725029VV75855,2017/5/25,2017/11/23,通过足球运动带给留守孩子快乐和信心并帮助他们解决困难。,山东省,教育助学,3
占领打鸟点,53772988618020625KT26972,2017/8/18,2017/11/22,组织全国护鸟人占领打鸟点，震慑打鸟行为，保卫迁徙候鸟,广西壮族自治区,自然保护,3
乐活安宁服务项目,53979935142546462UO47469,2017/8/22,2017/11/22,向癌症病者透过心灵关顾、情绪疏导促进患者迈向全人医治。,四川省,疾病救助,3
一束荧光的温暖,53201804772203782NS62002,2017/8/22,2017/11/22,在省人民医院小花园和大会议室为患者和家属放映电影,江苏省,其他,3
小行星儿童友好商店,53489777740805208ZK27183,2017/8/21,2017/11/21,为儿童创造参与的空间，做儿童友好理念的践行者和传播者,广东省,教育助学,3
心手相牵 阳光成长,53392455562930818HK31622,2017/8/21,2017/11/21,该项目旨在通过开展结对帮扶等方式积极融城市生活的效果。,广东省,教育助学,3
小希望，大未来,53805094575955758UM73135,2017/8/21,2017/11/21,帮助贫困新莞人子女解决学费问题，增强其对东莞的归属感。,广东省,教育助学,3
走出宿舍，走进自然,53878995831916450RN49089,2017/8/21,2017/11/21,让高校学生走出宿舍，发现校园自然之美，锻炼社会实践能力,重庆市,其他,3
为巴马孤寡送温暖,53936854967755839PZ88660,2017/8/21,2017/11/21,组织志愿者给困境孤寡老人、儿童送去吃穿等生活用品。,广西壮族自治区,其他,3
小候鸟的科学课堂,53884008030270786KD77491,2017/8/21,2017/11/21,20元给流动儿童一堂科学体验课,广东省,教育助学,3
请留下21岁的我,53126908079194735QY87203,2017/11/9,2017/11/20,帮助二十一岁小伙子移植,湖南省,疾病救助,3
徒步三峡 聚焦扶贫,53273450610355836MA30377,2017/8/20,2017/11/20,以公益+徒步的形式，走访贫困家庭儿童、奉献爱心活动。,重庆市,扶贫救灾,3
智能居家养老院,53127887682546901EY64652,2017/8/20,2017/11/20,为居家养老老人的生命和财产安全提供24小时的贴身呵护。,北京市,其他,3
让小朋友爱上阅读！,53633948442395204JI57079,2017/8/20,2017/11/20,从全生态的角度改变学生的阅读行为。,江苏省,教育助学,3
第二课堂爱心计划,53860724086795055QA41634,2017/8/20,2017/11/20,联合各地组织走访偏远学校为孩子们送去不一样的课程与关爱,全国范围,教育助学,3
爱筑羌寨文化传承,53400291813623935TV95666,2017/8/20,2017/11/20,知识和技能，是妇女思想转变的助手，是传承羌文化的砝码,四川省,其他,3
月熊需要你！,53162098850630020AF21955,2017/8/20,2017/11/20,为在四川龙桥黑熊救护中心的月熊筹集食物和丰容玩具的费用,四川省,自然保护,3
德威助力建视光中心,53697679471980754OO41591,2017/8/20,2017/11/20,德威助力捐建视光门诊，解决偏远地区儿童视力问题,上海市,其他,3
小种子Art+阅读计划,53240278704946565EF52482,2017/8/19,2017/11/19,通过阅读为媒介，培养他们对阅读的兴趣。,江苏省,教育助学,3
家门口的儿童乐园,53463859972093756UM51518,2017/8/19,2017/11/19,为儿童建设安全、舒适、快乐的社区公共空间服务。,北京市,其他,3
还儿童绿色童年,53623282142201823KD30198,2017/8/19,2017/11/19,三地协同开展自然生态教育，培养可持续发展公民,北京市,自然保护,3
燕赵减灾校园安全行,53691909684587634CG41252,2017/8/18,2017/11/18,为河北地区的少年儿童提供防灾减灾教育,河北省,扶贫救灾,3
拯救大头宝贝计划,53673286760033677AZ82256,2017/8/18,2017/11/18,为一百名需要进行神经外科手术治疗的贫困患儿募集善款。,湖北省,疾病救助,3
为贫困癌患延续生命,53821317654984399LZ10076,2017/8/18,2017/11/18,为帮助更多家庭贫困的癌症患者，设立成美肿瘤救助基金,海南省,疾病救助,3
给孩子光明的未来,53955663761744673CZ37670,2017/8/18,2017/11/18,对患眼科疾病的山区孩子进行矫正和治疗，为他们送去光明,重庆市,疾病救助,3
别让余生宅在家,53111446258034296QH73726,2017/8/18,2017/11/18,老老照护家庭是一个需要被关注的群体，他们渴望出门。,福建省,其他,3
德邻书屋,53989755346123322EB57736,2017/8/18,2017/11/18,[德邻书屋]是一项图书捐赠公益项目。,全国范围,教育助学,3
留下夕阳的光辉,53231991509868411HT27286,2017/8/18,2017/11/18,伸出我们的双手，关爱老人，关注未来的我们！,江西省,其他,3
圆贫困学生读书梦,53789400644101207XB50930,2017/8/18,2017/11/18,让贫困孩子走出大山，不让贫困阻挡他们的求学路,全国范围,教育助学,3
梦想学堂艺术创想,53885388561358036NR35930,2017/8/18,2017/11/18,通过绘画艺术为媒介，满足外来青少年绘画素质教育的缺失,江苏省,教育助学,3
为爱圆愿,53932588154277239HZ60730,2017/8/18,2017/11/18,我们帮助乡村留守儿童实现愿望，在其心中种下报恩的种子。,河南省,教育助学,3
还社区一个温暖的家,53120043980491558SH78267,2017/8/18,2017/11/18,以实际需求为向导，为鲁甸光明村9社进行公共空间建设。,云南省,扶贫救灾,3
带领留守儿童游山青,53424755671038758MF97475,2017/8/18,2017/11/18,让受助的贫困留守儿童接受拓展训练，锻造人生，锻炼体魄。,山东省,教育助学,3
打高智尔 防脑退化,53509185683475317IL75064,2017/8/18,2017/11/18,牵手高智尔预防脑退化-老年人和家人免费打高智尔球,广东省,其他,3
青海宝贝阅读计划,53749101921649789FG25648,2017/8/11,2017/11/18,为青海东部少数民族地区幼儿园孩子提供优质绘本阅读资源,青海省,教育助学,3
迸发的向阳花,53170099768775813JQ73160,2017/8/18,2017/11/18,此项目是为机构的学员们筹集2017年的娱乐活动费用。,江西省,其他,3
远眺计划,53933310321723239EZ47159,2017/8/18,2017/11/18,带领北川困境儿童到不同城市，拓宽视野，更好的规划人生。,四川省,教育助学,3
为流浪动物建设新家,53235457571767841KF40871,2017/8/18,2017/11/18,组建以来已救助几百只猫狗，希望能给它们一处容身之所.,山东省,自然保护,3
致敬唤醒城市的人,53278285714747507KK36045,2017/8/8,2017/11/18,本项目为生活困难的环卫工人募集早餐、酷暑寒冬物品。,江苏省,其他,3
衣旧情深,53153050118660890HL70303,2017/8/18,2017/11/18,衣旧暖人心，爱心续传递，人人可参与，随手便公益。,四川省,扶贫救灾,3
志愿者养成计划,53219069286759266FP86284,2017/8/18,2017/11/18,为志愿者们举办学习培训班和购置装备，提高精准业务水平。,江西省,其他,3
守望家庭日帐篷节,53116406865135532DV74778,2017/8/18,2017/11/18,守望家庭日，家庭走出家门，公众多点了解心智障碍群体。,广东省,其他,3
助力重庆义诊行,53814602200277100CV82679,2017/8/18,2017/11/18,通过医疗援助的方式，在重庆当地开展义诊。,重庆市,其他,3
性教育守护流动花朵,53943733650398344XO32939,2017/8/7,2017/11/18,普及性教育，用知识守护流动童年，让青春期成长不再迷茫。,北京市,教育助学,3
社区少儿足球交流赛,53743932572831276MM55443,2017/7/8,2017/11/18,组织第二、三届社区少儿足球交流赛，扶持社区少儿队伍发展,江苏省,其他,3
关爱孤残儿童口腔,53315715598751374SW90963,2017/4/18,2017/11/18,为孤残儿童开展口腔疾病综合防治，改善健康状况,广西壮族自治区,疾病救助,3
西藏爱心光明行,53235731328969612TB36305,2016/8/29,2017/11/18,为西藏300名贫困白内障患者提供免费治疗的机会,西藏自治区,疾病救助,3
孩子无声的世界,53844222139854596ZC17157,2017/8/17,2017/11/17,小小的世界大大的梦想，让听障儿童的世界更响亮。,山东省,其他,3
龙泉慈心农场,53929928500989217JO12602,2017/8/17,2017/11/17,自然农耕 原自本性 感恩大地 用心奉献,北京市,其他,3
圆梦拥军发展基金,53590808751937646ET42588,2017/8/17,2017/11/17,帮扶军烈属现（退）役官兵，圆我强军梦,江苏省,扶贫救灾,3
夕阳健-老有所学,53535280827206719TW98881,2017/8/17,2017/11/17,为老年人提供康复知识，预防疾病的发生。,广东省,其他,3
温暖山里娃的冬天,53321615430809869BT83680,2017/8/17,2017/11/17,让我们携手给山区娃送去温暖，让他们的冬天的不再寒冷！,西南地区,其他,3
关爱社区精神康复者,53517567511838297XQ22624,2017/8/17,2017/11/17,给精神康复者足够的包容与关爱，帮助他们更好地回归社会！,广东省,其他,3
寻找-海伦•凯勒,53569129111733583WN99619,2017/8/17,2017/11/17,帮助盲人朋友提高阅读及撰写能力，用文学感受一个新世界。,河北省,教育助学,3
关爱特困空巢老人,53150756765689455RU63497,2017/8/17,2017/11/17,此项目旨在关爱特困、空巢老人，为老人捐赠暖冬物品。,湖南省,扶贫救灾,3
遇拆迁给蜗娃一个家,53967508493834196GL14065,2017/8/17,2017/11/17,中心遇拆迁高价租用场地已无能力室内装修，募集场地装修费,北京市,其他,3
我们只为老人表演,53891322644867209YP56819,2017/8/1,2017/11/17,扶贫济困，响应号召，积极打赢中国扶贫攻坚战,安徽省,扶贫救灾,3
公益创新共同成长,53119788927292821YE89318,2017/8/17,2017/11/17,针对行业的痛点，推出传播筹款工具三大支持体系的课程培训,全国范围,其他,3
癌症爸爸弃疗为救儿,53843424975708801YJ90230,2017/8/9,2017/11/16,20天时间内我老公查出癌症，儿子确诊为急性白血病M5。,江西省,疾病救助,3
绿孔雀保护的新途径,53524803972417716HX45296,2017/8/16,2017/11/16,科普宣传，人工繁育，探寻绿孔雀保护的另一种途径。,云南省,自然保护,3
迎接生命第一份礼物,53506610428148434JE72163,2017/8/16,2017/11/16,向贫困地区新生儿家庭发放[宝贝箱]，开展母婴健康教育。,全国范围,扶贫救灾,3
“向阳花开”助学,53303454479146677FW56490,2017/8/16,2017/11/16,助力大国工匠的种子，让爱聚焦！帮助贫困学生完成学业。,安徽省,教育助学,3
冬季关爱弱势群体,53302912651350041VX11653,2017/8/16,2017/11/16,冬季即将来临，山区贫困家庭老人取暖又成问题。,甘肃省,其他,3
大山里的自信笑容,53770738407473573FX16374,2017/8/16,2017/11/16,为[留守]儿童开展注意力、表达力、问题解决力体验课程,山西省,教育助学,3
“同心圆”扶贫计划,53250303876901159RD65203,2017/8/16,2017/11/16,为困难家庭提供养殖种苗并寻求建立销售渠道。,江西省,扶贫救灾,3
抢救性保护家谱计划,53427149596217682QA84328,2017/8/16,2017/11/16,抢救性保护珍贵历史文献纸质家谱和培训修续家谱人员。,江苏省,其他,3
给孤寡老人一份关爱,53460926725569508PW65724,2017/8/16,2017/11/16,传统志愿服务关注于敬老院等地方，造成山区老人的不平衡。,甘肃省,其他,3
e社区志愿服务,53566939339477074VW45441,2017/7/26,2017/11/16,建立一个便于志愿服务有效对接的社区志愿服务与管理网站,上海市,其他,3
儿童沟通力加油站,53241288843462524XE40538,2017/7/27,2017/11/16,培养儿童沟通能力，帮助孩子拥有建立良好人际关系的能力。,重庆市,教育助学,3
法在我心,53846525460280987MW21890,2017/8/16,2017/11/16,运用人民调解的工作手法，推动社会治理的创新性。,广东省,其他,3
女娃筹第三次手术费,53140012847405590GO75086,2017/6/5,2017/11/15,田宜菲骶尾部生殖细胞瘤共化疗14次手术两次，仍需三次手术,北京市,疾病救助,3
助智残青年就业,53677035573954391DJ29680,2017/8/15,2017/11/15,帮助智（残）障者实现自我价值，平等参与社会劳动。,四川省,其他,3
给星儿一个安稳的家,53849480244112729TK35398,2017/8/15,2017/11/15,给星星的孩子们一个温暖、舒适、安稳的[家]。,广东省,教育助学,3
绿手指体验助农,53442103224329242CF56516,2017/8/15,2017/11/15,带动城乡家庭参与乡村留守老人的农作物耕种，并协同销售。,重庆市,扶贫救灾,3
小手点赞，爱在童年,53877157124511965JC26755,2017/8/15,2017/11/15,让儿童发现文明行为、学习文明行为、传播文明行为。,重庆市,教育助学,3
e栈“代你回家”,53336285603516158IM75508,2017/8/15,2017/11/15,为快递员孩子就读的家乡小学提供学习和生活上的支持!,河南省,教育助学,3
对校园欺凌说NO,53943761120493127NO24136,2017/8/15,2017/11/15,为大多数的沉默发声，发起拒绝校园欺凌儿童保护公益行动。,云南省,其他,3
病魔缠绕的老俩口,53625279416896987ZZ66888,2017/7/29,2017/11/15,老俩被病魔缠绕，医药和生活都已负担不起。,河北省,扶贫救灾,3
孤苦老人难以生活,53670014903997891BD81892,2017/7/29,2017/11/15,好心老人生活困难，全靠邻居维持着生活。,河北省,扶贫救灾,3
无助的“板凳老人”,53701416524213367IW52897,2017/7/27,2017/11/15,孤单的老人生活困难没有依靠、就连行走都要靠板凳。,河北省,扶贫救灾,3
病困老人生活困难,53397182126813450SZ22413,2017/7/25,2017/11/15,老人在9岁的时候被日本鬼子用枪打穿了双腿,河北省,扶贫救灾,3
老好人生活陷入困境,53723683576585548LX75917,2017/7/25,2017/11/15,汶川地震时候老人拿100元捐灾区，这是老人一个月的生活费,河北省,扶贫救灾,3
义工志愿者团队培育,53374958912874545BF83808,2017/8/15,2017/11/15,大学生义工志愿者培育，加强大学生们的志愿服务意识。,四川省,教育助学,3
抵抗小白重组干细胞,53445343452818876JT72891,2017/10/20,2017/11/14,王坤患急性淋巴细胞白血病，准备移植，急需救助。,北京市,疾病救助,3
老人和谐生活项目,53595174886703261II44830,2017/7/17,2017/11/14,联合属地居委等，为社区老人开展和谐生活的相关活动。,广东省,其他,3
儿童绘本小魔匣,53501673580283855XT18493,2017/8/14,2017/11/14,推广绘本教育，帮助城市弱势群体子女打开阅读之门,湖北省,教育助学,3
厂农互助共脱贫,53744955611562548CX92261,2017/8/14,2017/11/14,通过厂农合作的方式，持续创收脱贫，预防返贫。,山东省,扶贫救灾,3
3元为听障儿童加餐,53122566899720252MC52452,2017/8/14,2017/11/14,为听障儿童加营养餐，让他们健康成长。,河北省,教育助学,3
为聋儿建公益测听室,53984470841015224VG77830,2017/8/14,2017/11/14,建造公益测听室，为听障儿童提供免费测听服务。,河北省,教育助学,3
让爱与你“童”行,53729557423427848ZZ87647,2017/8/14,2017/11/14,筹备助学金，帮助永州道县留守儿童中的贫困学生完成学业,湖南省,教育助学,3
爱心床铺温暖聋儿心,53630382733280575NG70129,2017/8/14,2017/11/14,爱心床铺温暖聋儿心，望各界爱心人士献出一份爱。,河南省,教育助学,3
助困境老人一脚之力,53194060760773571CT95634,2017/8/14,2017/11/14,定期为老人修脚，让老人方便出行，健康生活,江苏省,其他,3
与爱同行 为爱守护,53944616698985021QU41633,2017/8/14,2017/11/14,为雅安市内的一线社工购买人身商业保险，解决其后顾之忧。,四川省,疾病救助,3
不想在生死边缘徘徊,53714210799756391HA60914,2017/7/27,2017/11/14,5岁锐锐身患重病，急需移植重获新生。,湖南省,疾病救助,3
慈母求助一心救思雨,53316836729599864TM77184,2017/7/17,2017/11/14,12岁思雨身患重病已两年，急需进仓移植求帮助。,安徽省,疾病救助,3
让乡村人有书可读,53404825844412914MP51805,2017/5/16,2017/11/14,乡村太多孩子和农民工需要课外阅读，提升自己！,山东省,教育助学,3
心系孤老爱暖夕阳,53494088564259881RS11445,2017/5/3,2017/11/13,同孝普天老弱  共筑和谐之基，贫困家庭辛勤劳动，努力生活,河北省,扶贫救灾,3
让环卫工安全更醒目,53424233274545021BZ92151,2017/8/18,2017/11/13,为环卫工配置LED发光+反光的安全服，降低出意外的几率。,云南省,其他,3
关爱肢残人的行走,53530589094982677BW84738,2017/8/17,2017/11/13,肢残人无法正常走向社会，帮助他们重新站起来勇敢面对人生,四川省,扶贫救灾,3
来自鸟妈妈的求助信,53794616870620644WG61081,2017/6/14,2017/11/13,拯救水曲柳、核桃秋和黄菠萝树等珍贵树种,黑龙江省,自然保护,3
孤寡老人生活困难,53274781797823374ED31273,2017/10/25,2017/11/12,没事的时候老人也会捡捡废品补贴家用。,河北省,扶贫救灾,3
盲道不忙无障碍推广,53928173327176048GJ85265,2017/8/12,2017/11/12,给公共服务人员专业助盲培训，将宁波打造为无障碍城市。,浙江省,其他,3
帮TA过一个温暖冬天,53212250913035092YX17814,2017/8/12,2017/11/12,200元捐购一个学生型温暖包，一对一关爱贫寒地区小学生,内蒙古自治区,教育助学,3
乐怡家政圆梦行动,53733465660018894GH42090,2017/8/12,2017/11/12,乐怡家政服务，关爱到家，为重度残疾人圆梦。,广东省,扶贫救灾,3
栋梁工程,53237612032795625AS78132,2017/8/12,2017/11/12,上海思麦公益对叙永县部分初中高中优秀贫困生进行援助。,四川省,教育助学,3
乳腺癌患者想活下去,53141322575189063GJ36578,2017/8/1,2017/11/12,我患中晚期乳腺癌，现在广西中医药大学附属瑞康医院治疗,广西壮族自治区,疾病救助,3
白血病人渴望重生,53176606837377991KJ23674,2017/7/11,2017/11/12,我现在身患髓系肉瘤，非常罕见的白血病，急需做骨髓移植,湖北省,疾病救助,3
为我儿筹维持疗费用,53387523019079420WI95967,2017/8/18,2017/11/11,为白血病儿王晟睿筹集剩下一年多维持疗费用,湖北省,疾病救助,3
心连新衣  助力山区,53806435902120906LQ69884,2017/8/11,2017/11/11,为中西部贫困山区的孩子们募集冬衣以及其他冬季御寒物资,中西部地区,教育助学,3
童鞋奔跑 让爱飞翔,53257968499348629ML50754,2017/8/11,2017/11/11,点滴爱心转变成崭新童鞋，温暖孩子们的上学路！,全国范围,教育助学,3
唤醒听障儿童的耳朵,53639623371271547UG76659,2017/8/11,2017/11/11,为杭州聋儿康复中心的听障儿童筹康复经费和教学设施及文具,浙江省,教育助学,3
影像记录震后九大碗,53366318727981100YJ52739,2017/8/11,2017/11/11,项目用[九大碗]为芦山灾区老人过重阳节，用影像记录过程,四川省,其他,3
筹流浪猫一年口粮,53358063716771495WY85644,2017/8/11,2017/11/11,我们希望各位共同帮助救助站内70余只喵咪度过难关。,新疆维吾尔自治区,自然保护,3
让家风回归家庭,53710690491360577WW29931,2017/8/11,2017/11/11,项目通过采家风、讲家风、促家风、传家风，促进家风传承,河南省,其他,3
为老人带去新年问候,53583584109710532PR58164,2017/7/28,2017/11/11,春节探望石板镇的50位老人，让他们过一个温暖的节日。,四川省,其他,3
把世界带给山区孩子,53879179936869028OX83367,2017/8/11,2017/11/11,通过VR魔法车把精彩世界带给山区孩子,四川省,教育助学,3
挽救先心病孩儿一命,53261588788622559DV11015,2017/10/18,2017/11/10,严重先天性心脏病患儿罗家阳病情危急，急筹17万手术费！,广东省,疾病救助,3
希望工程·圆梦大学,53627556910493483YM71516,2017/8/9,2017/11/10,资助2017年重庆籍贫困新生，帮助他们圆大学梦,重庆市,教育助学,3
爱予生灵，援助生命,53807678839674872UD15412,2017/8/10,2017/11/10,爱与生灵，保护生命。,黑龙江省,自然保护,3
爱的星期五伴星计划,53683197001090522ZS74099,2017/8/9,2017/11/9,通过志愿者的陪伴宣传让自闭症儿童快乐成长，引起社会关注,山西省,其他,3
花样夕阳红,53612064948327565PF94026,2017/8/9,2017/11/9,银发浪潮下，[花样夕阳红]把精神关爱和欢乐送给空巢老人,广东省,其他,3
关爱无声的世界,53990745186517163TW67961,2017/8/9,2017/11/9,架起一座爱的桥梁，帮助20名听障儿童走出无声的世界。,河北省,疾病救助,3
北外流浪猫狗救助,53987803906030999NB43063,2017/9/16,2017/11/8,日常喂猫、生病猫狗的救助、绝育及术后护理、找领养等。,北京市,自然保护,3
为福利院老人筹合影,53353387246294254EC41053,2017/10/17,2017/11/8,为老人筹钱拍夫妻间、好友间的艺术照，留下珍贵纪念！,四川省,其他,3
鹏橙面临移植盼支援,53777679227544034ZR95434,2017/9/29,2017/11/8,曾鹏橙因白血病复发现面临移植，但移植费一筹莫展。,重庆市,疾病救助,3
爱与膳同行,53654452330445869LA61810,2017/8/8,2017/11/8,为贫困地区学校捐赠厨房设备，让孩子们吃上营养的饭菜。,中西部地区,教育助学,3
关爱留守相约成长营,53362569242701296JD59446,2017/8/8,2017/11/8,本项目旨在开展训练营，帮助山区留守儿童茁壮成长,重庆市,教育助学,3
车内垃圾好归处,53623094129263031AZ44212,2017/8/8,2017/11/8,拒绝车窗抛物，守护马路天使,山东省,自然保护,3
孤残儿童烘焙培训,53708136543420819IR53930,2017/8/8,2017/11/8,对孤残儿童做技能培训，让他们回归社会有就业机会,上海市,教育助学,3
每时美课,53758066946853498SN29792,2017/8/8,2017/11/8,为留守儿童及贫困家庭子女提供免费学业辅导和看护的场所,山东省,教育助学,3
1800个孤儿的绘画梦,53559826154510495QW12379,2017/8/8,2017/11/8,通过绘画、陶艺等培养孩子们的美术兴趣启发孩子的智力。,广东省,教育助学,3
绿豆丁爱地球,53190241742812726LF71325,2017/8/8,2017/11/8,水不再干净，空气不再清新，食品不再放心，人人行动起来。,广东省,自然保护,3
关爱7+失能老人,53349536779821008FD38667,2017/8/8,2017/11/8,为我院  [7+失能老人]提供7+特护服务！,湖南省,其他,3
为你谱写一首芸歌,53893540647698923OY17615,2017/9/20,2017/11/7,可怜的八岁白血病芸歌，现在面临无钱给孩子治疗，恳求帮助,黑龙江省,疾病救助,3
